user_id,problem,,,,,,,
30051,0.273048395,,,,,,,
30052,0.356297891,,,,,,,
30053,0.172024815,,,,,,,
30054,0.058245895,,,,,,,
30055,0.267319168,,,,,,,
30056,0.26390059,,,,,,,
30057,0.378876588,,,,,,,
30058,0.414442585,,,,,,,
30059,0.21034897,,,,,,,
30060,0.469043641,,,,,,,
30061,0.901926138,,,,,,,
30062,0.89050178,,,,,,,
30063,0.066731369,,,,,,,
30064,0.277921011,,,,,,,
30065,0.102500988,,,,,,,
30066,0.160741755,,,,,,,
30067,0.165916258,,,,,,,
30068,0.708972391,,,,,,,
30069,0.342929242,,,,,,,
30070,0.350553339,,,,,,,
30071,0.696978439,,,,,,,
30072,0.369708152,,,,,,,
30073,0.77481632,,,,,,,
30074,0.106593065,,,,,,,
30075,0.250254678,,,,,,,
30076,0.463099697,,,,,,,
30077,0.236705735,,,,,,,
30078,0.874836039,,,,,,,
30079,0.157190463,,,,,,,
30080,0.486830087,,,,,,,
30081,0.040624842,,,,,,,
30082,0.172056754,,,,,,,
30083,0.243064267,,,,,,,
30084,0.478664987,,,,,,,
30085,0.147060461,,,,,,,
30086,0.212554508,,,,,,,
30087,0.116649762,,,,,,,
30088,0.148646458,,,,,,,
30089,0.161359801,,,,,,,
30090,0.721840817,,,,,,,
30091,0.164648152,,,,,,,
30092,0.028724767,,,,,,,
30093,0.181508482,,,,,,,
30094,0.325704265,,,,,,,
30095,0.140538171,,,,,,,
30096,0.125258638,,,,,,,
30097,0.20870192,,,,,,,
30098,0.936485272,,,,,,,
30099,0.061944885,,,,,,,
30100,0.312699284,,,,,,,
30101,0.296988278,,,,,,,
30102,0.228036875,,,,,,,
30103,0.170307458,,,,,,,
30104,0.208237323,,,,,,,
30105,0.727110827,,,,,,,
30106,0.307229685,,,,,,,
30107,0.140375024,,,,,,,
30108,0.126361674,,,,,,,
30109,0.146908837,,,,,,,
30110,0.263206747,,,,,,,
30111,0.355253179,,,,,,,
30112,0.105673936,,,,,,,
30113,0.751847084,,,,,,,
30114,0.170283895,,,,,,,
30115,0.074875944,,,,,,,
30116,0.221868124,,,,,,,
30117,0.162063044,,,,,,,
30118,0.378390764,,,,,,,
30119,0.215722311,,,,,,,
30120,0.098295925,,,,,,,
30121,0.245741569,,,,,,,
30122,0.880574512,,,,,,,
30123,0.193912288,,,,,,,
30124,0.235892839,,,,,,,
30125,0.220783209,,,,,,,
30126,0.25990804,,,,,,,
30127,0.179088305,,,,,,,
30128,0.493132574,,,,,,,
30129,0.307016432,,,,,,,
30130,0.837428775,,,,,,,
30131,0.102999614,,,,,,,
30132,0.37274938,,,,,,,
30133,0.856556062,,,,,,,
30134,0.215636099,,,,,,,
30135,0.940081857,,,,,,,
30136,0.202041392,,,,,,,
30137,0.21131528,,,,,,,
30138,0.948727397,,,,,,,
30139,0.121185605,,,,,,,
30140,0.486437427,,,,,,,
30141,0.282751145,,,,,,,
30142,0.148767208,,,,,,,
30143,0.440308868,,,,,,,
30144,0.132215009,,,,,,,
30145,0.039550467,,,,,,,
30146,0.373917838,,,,,,,
30147,0.365809904,,,,,,,
30148,0.878763449,,,,,,,
30149,0.857738846,,,,,,,
30150,0.098900012,,,,,,,
30151,0.26081947,,,,,,,
30152,0.075023509,,,,,,,
30153,0.278424944,,,,,,,
30154,0.156096076,,,,,,,
30155,0.137570057,,,,,,,
30156,0.106970642,,,,,,,
30157,0.090749255,,,,,,,
30158,0.571901623,,,,,,,
30159,0.22183363,,,,,,,
30160,0.115420398,,,,,,,
30161,0.245598967,,,,,,,
30162,0.239195017,,,,,,,
30163,0.48803076,,,,,,,
30164,0.683812131,,,,,,,
30165,0.317281383,,,,,,,
30166,0.16074207,,,,,,,
30167,0.57799421,,,,,,,
30168,0.296240034,,,,,,,
30169,0.4180981,,,,,,,
30170,0.377653209,,,,,,,
30171,0.201676484,,,,,,,
30172,0.05090458,,,,,,,
30173,0.451086946,,,,,,,
30174,0.576476216,,,,,,,
30175,0.863254102,,,,,,,
30176,0.108729172,,,,,,,
30177,0.226046545,,,,,,,
30178,0.408617387,,,,,,,
30179,0.259147694,,,,,,,
30180,0.268809373,,,,,,,
30181,0.495287261,,,,,,,
30182,0.786737328,,,,,,,
30183,0.507051949,,,,,,,
30184,0.178179639,,,,,,,
30185,0.136890763,,,,,,,
30186,0.203707672,,,,,,,
30187,0.169416601,,,,,,,
30188,0.21869796,,,,,,,
30189,0.230884082,,,,,,,
30190,0.511805188,,,,,,,
30191,0.244719528,,,,,,,
30192,0.790599703,,,,,,,
30193,0.145246006,,,,,,,
30194,0.537811583,,,,,,,
30195,0.116076921,,,,,,,
30196,0.193032352,,,,,,,
30197,0.821038565,,,,,,,
30198,0.20456789,,,,,,,
30199,0.173858697,,,,,,,
30200,0.172953324,,,,,,,
30201,0.075570457,,,,,,,
30202,0.085237562,,,,,,,
30203,0.15725833,,,,,,,
30204,0.207838194,,,,,,,
30205,0.952785047,,,,,,,
30206,0.135784239,,,,,,,
30207,0.211716082,,,,,,,
30208,0.129498322,,,,,,,
30209,0.450212142,,,,,,,
30210,0.475013376,,,,,,,
30211,0.476436944,,,,,,,
30212,0.380527397,,,,,,,
30213,0.101298725,,,,,,,
30214,0.316411679,,,,,,,
30215,0.284711209,,,,,,,
30216,0.870569257,,,,,,,
30217,0.339662643,,,,,,,
30218,0.899692247,,,,,,,
30219,0.062606831,,,,,,,
30220,0.343684495,,,,,,,
30221,0.167074383,,,,,,,
30222,0.297298462,,,,,,,
30223,0.117942054,,,,,,,
30224,0.182928284,,,,,,,
30225,0.186269762,,,,,,,
30226,0.11447734,,,,,,,
30227,0.348235559,,,,,,,
30228,0.234651685,,,,,,,
30229,0.160771057,,,,,,,
30230,0.312663042,,,,,,,
30231,0.187013642,,,,,,,
30232,0.365171608,,,,,,,
30233,0.653495279,,,,,,,
30234,0.173680987,,,,,,,
30235,0.194331155,,,,,,,
30236,0.580521341,,,,,,,
30237,0.157998875,,,,,,,
30238,0.246482156,,,,,,,
30239,0.103043988,,,,,,,
30240,0.247945888,,,,,,,
30241,0.334373693,,,,,,,
30242,0.147750899,,,,,,,
30243,0.403788059,,,,,,,
30244,0.888578871,,,,,,,
30245,0.123791924,,,,,,,
30246,0.161334098,,,,,,,
30247,0.16599286,,,,,,,
30248,0.580750787,,,,,,,
30249,0.218034989,,,,,,,
30250,0.199353916,,,,,,,
30251,0.177773776,,,,,,,
30252,0.454532079,,,,,,,
30253,0.856367693,,,,,,,
30254,0.746747136,,,,,,,
30255,0.107804147,,,,,,,
30256,0.41671725,,,,,,,
30257,0.106935885,,,,,,,
30258,0.184960476,,,,,,,
30259,0.215851326,,,,,,,
30260,0.074807956,,,,,,,
30261,0.358064486,,,,,,,
30262,0.282527521,,,,,,,
30263,0.101228689,,,,,,,
30264,0.382365824,,,,,,,
30265,0.041244938,,,,,,,
30266,0.123494144,,,,,,,
30267,0.176506105,,,,,,,
30268,0.381416458,,,,,,,
30269,0.19221442,,,,,,,
30270,0.093303832,,,,,,,
30271,0.101367271,,,,,,,
30272,0.181852418,,,,,,,
30273,0.128186347,,,,,,,
30274,0.196910855,,,,,,,
30275,0.048809113,,,,,,,
30276,0.131649594,,,,,,,
30277,0.410672995,,,,,,,
30278,0.195015371,,,,,,,
30279,0.337703111,,,,,,,
30280,0.185097911,,,,,,,
30281,0.095542023,,,,,,,
30282,0.275461021,,,,,,,
30283,0.128879627,,,,,,,
30284,0.932098672,,,,,,,
30285,0.037053542,,,,,,,
30286,0.393906295,,,,,,,
30287,0.520196984,,,,,,,
30288,0.595147022,,,,,,,
30289,0.216750145,,,,,,,
30290,0.134148366,,,,,,,
30291,0.048465363,,,,,,,
30292,0.118803423,,,,,,,
30293,0.1299593,,,,,,,
30294,0.195591789,,,,,,,
30295,0.409925645,,,,,,,
30296,0.866396506,,,,,,,
30297,0.375378376,,,,,,,
30298,0.35114446,,,,,,,
30299,0.593256645,,,,,,,
30300,0.740872275,,,,,,,
30301,0.141609649,,,,,,,
30302,0.932868475,,,,,,,
30303,0.944844182,,,,,,,
30304,0.330670126,,,,,,,
30305,0.370970868,,,,,,,
30306,0.090351783,,,,,,,
30307,0.098959898,,,,,,,
30308,0.307934617,,,,,,,
30309,0.847659099,,,,,,,
30310,0.361830509,,,,,,,
30311,0.271511736,,,,,,,
30312,0.330353779,,,,,,,
30313,0.961023477,,,,,,,
30314,0.186040042,,,,,,,
30315,0.510346652,,,,,,,
30316,0.214187323,,,,,,,
30317,0.158731592,,,,,,,
30318,0.854754251,,,,,,,
30319,0.388281982,,,,,,,
30320,0.169954433,,,,,,,
30321,0.121477337,,,,,,,
30322,0.649847155,,,,,,,
30323,0.386807485,,,,,,,
30324,0.142423026,,,,,,,
30325,0.896450922,,,,,,,
30326,0.173892271,,,,,,,
30327,0.189711632,,,,,,,
30328,0.489066609,,,,,,,
30329,0.06784512,,,,,,,
30330,0.312475568,,,,,,,
30331,0.27019556,,,,,,,
30332,0.88658385,,,,,,,
30333,0.265383201,,,,,,,
30334,0.248672783,,,,,,,
30335,0.131255125,,,,,,,
30336,0.160043869,,,,,,,
30337,0.245395357,,,,,,,
30338,0.481850548,,,,,,,
30339,0.890154016,,,,,,,
30340,0.118542289,,,,,,,
30341,0.106208354,,,,,,,
30342,0.171484219,,,,,,,
30343,0.80314969,,,,,,,
30344,0.29576854,,,,,,,
30345,0.185534821,,,,,,,
30346,0.269506015,,,,,,,
30347,0.505331619,,,,,,,
30348,0.280901777,,,,,,,
30349,0.270932096,,,,,,,
30350,0.293962352,,,,,,,
30351,0.149468245,,,,,,,
30352,0.241260463,,,,,,,
30353,0.113194513,,,,,,,
30354,0.249802645,,,,,,,
30355,0.390421159,,,,,,,
30356,0.141913849,,,,,,,
30357,0.154067554,,,,,,,
30358,0.153351625,,,,,,,
30359,0.154966815,,,,,,,
30360,0.261099599,,,,,,,
30361,0.183143661,,,,,,,
30362,0.629125574,,,,,,,
30363,0.237803331,,,,,,,
30364,0.223856895,,,,,,,
30365,0.328273877,,,,,,,
30366,0.255947732,,,,,,,
30367,0.194614714,,,,,,,
30368,0.5534022,,,,,,,
30369,0.038278661,,,,,,,
30370,0.094353253,,,,,,,
30371,0.388170212,,,,,,,
30372,0.258925226,,,,,,,
30373,0.166715474,,,,,,,
30374,0.205416691,,,,,,,
30375,0.136189289,,,,,,,
30376,0.119627695,,,,,,,
30377,0.799952518,,,,,,,
30378,0.41455373,,,,,,,
30379,0.882549725,,,,,,,
30380,0.386396604,,,,,,,
30381,0.146908367,,,,,,,
30382,0.213944728,,,,,,,
30383,0.145054586,,,,,,,
30384,0.785613848,,,,,,,
30385,0.173579648,,,,,,,
30386,0.845031629,,,,,,,
30387,0.124713012,,,,,,,
30388,0.578989054,,,,,,,
30389,0.043995226,,,,,,,
30390,0.114727586,,,,,,,
30391,0.333703865,,,,,,,
30392,0.277385916,,,,,,,
30393,0.146522444,,,,,,,
30394,0.181210035,,,,,,,
30395,0.142061782,,,,,,,
30396,0.197091175,,,,,,,
30397,0.165902866,,,,,,,
30398,0.466110322,,,,,,,
30399,0.226192355,,,,,,,
30400,0.879515562,,,,,,,
30401,0.052703707,,,,,,,
30402,0.898055553,,,,,,,
30403,0.444757165,,,,,,,
30404,0.218892202,,,,,,,
30405,0.306558914,,,,,,,
30406,0.116687602,,,,,,,
30407,0.153476691,,,,,,,
30408,0.426177795,,,,,,,
30409,0.207376768,,,,,,,
30410,0.144335273,,,,,,,
30411,0.351554889,,,,,,,
30412,0.153066968,,,,,,,
30413,0.51577349,,,,,,,
30414,0.402806841,,,,,,,
30415,0.926883338,,,,,,,
30416,0.500497572,,,,,,,
30417,0.479211672,,,,,,,
30418,0.449901376,,,,,,,
30419,0.928939763,,,,,,,
30420,0.048102213,,,,,,,
30421,0.817044386,,,,,,,
30422,0.393400645,,,,,,,
30423,0.130527864,,,,,,,
30424,0.914464921,,,,,,,
30425,0.567690765,,,,,,,
30426,0.324030333,,,,,,,
30427,0.210219313,,,,,,,
30428,0.133301075,,,,,,,
30429,0.415795176,,,,,,,
30430,0.283117573,,,,,,,
30431,0.07923599,,,,,,,
30432,0.198552979,,,,,,,
30433,0.375281896,,,,,,,
30434,0.448267523,,,,,,,
30435,0.576484324,,,,,,,
30436,0.456739896,,,,,,,
30437,0.163006955,,,,,,,
30438,0.044996884,,,,,,,
30439,0.704788081,,,,,,,
30440,0.165230051,,,,,,,
30441,0.266468936,,,,,,,
30442,0.414280823,,,,,,,
30443,0.873000311,,,,,,,
30444,0.153775155,,,,,,,
30445,0.82306356,,,,,,,
30446,0.180359651,,,,,,,
30447,0.945995071,,,,,,,
30448,0.545171284,,,,,,,
30449,0.855433092,,,,,,,
30450,0.877916042,,,,,,,
30451,0.182809696,,,,,,,
30452,0.177340009,,,,,,,
30453,0.152394741,,,,,,,
30454,0.188557276,,,,,,,
30455,0.814070424,,,,,,,
30456,0.236171091,,,,,,,
30457,0.18896296,,,,,,,
30458,0.413089299,,,,,,,
30459,0.296538192,,,,,,,
30460,0.213947979,,,,,,,
30461,0.147657515,,,,,,,
30462,0.104981582,,,,,,,
30463,0.152477345,,,,,,,
30464,0.406787448,,,,,,,
30465,0.229513449,,,,,,,
30466,0.333545916,,,,,,,
30467,0.099542412,,,,,,,
30468,0.253711699,,,,,,,
30469,0.370732703,,,,,,,
30470,0.849385832,,,,,,,
30471,0.198846992,,,,,,,
30472,0.438378108,,,,,,,
30473,0.891254081,,,,,,,
30474,0.435264312,,,,,,,
30475,0.246309613,,,,,,,
30476,0.179623219,,,,,,,
30477,0.169838676,,,,,,,
30478,0.873374799,,,,,,,
30479,0.182211649,,,,,,,
30480,0.238368092,,,,,,,
30481,0.76254468,,,,,,,
30482,0.210062354,,,,,,,
30483,0.414338774,,,,,,,
30484,0.143037828,,,,,,,
30485,0.841270339,,,,,,,
30486,0.88747007,,,,,,,
30487,0.114103633,,,,,,,
30488,0.541240311,,,,,,,
30489,0.173519496,,,,,,,
30490,0.211438678,,,,,,,
30491,0.065513025,,,,,,,
30492,0.767053213,,,,,,,
30493,0.932818978,,,,,,,
30494,0.444444935,,,,,,,
30495,0.521476407,,,,,,,
30496,0.177758365,,,,,,,
30497,0.19075282,,,,,,,
30498,0.878242453,,,,,,,
30499,0.150616569,,,,,,,
30500,0.142158469,,,,,,,
30501,0.329985806,,,,,,,
30502,0.170903709,,,,,,,
30503,0.907354759,,,,,,,
30504,0.239673611,,,,,,,
30505,0.335176268,,,,,,,
30506,0.078908769,,,,,,,
30507,0.351688264,,,,,,,
30508,0.275250987,,,,,,,
30509,0.236243119,,,,,,,
30510,0.679701716,,,,,,,
30511,0.619657088,,,,,,,
30512,0.147883598,,,,,,,
30513,0.20429028,,,,,,,
30514,0.290529669,,,,,,,
30515,0.211435492,,,,,,,
30516,0.259683224,,,,,,,
30517,0.218384438,,,,,,,
30518,0.812609745,,,,,,,
30519,0.374493513,,,,,,,
30520,0.15430956,,,,,,,
30521,0.813981172,,,,,,,
30522,0.513579908,,,,,,,
30523,0.127619467,,,,,,,
30524,0.291273856,,,,,,,
30525,0.048496601,,,,,,,
30526,0.322631115,,,,,,,
30527,0.921479777,,,,,,,
30528,0.174061004,,,,,,,
30529,0.363505391,,,,,,,
30530,0.165012682,,,,,,,
30531,0.370604798,,,,,,,
30532,0.361996199,,,,,,,
30533,0.950450852,,,,,,,
30534,0.161712488,,,,,,,
30535,0.29342808,,,,,,,
30536,0.040007489,,,,,,,
30537,0.500971137,,,,,,,
30538,0.537027536,,,,,,,
30539,0.712621379,,,,,,,
30540,0.797674829,,,,,,,
30541,0.461014141,,,,,,,
30542,0.120751124,,,,,,,
30543,0.423765887,,,,,,,
30544,0.20278374,,,,,,,
30545,0.412935666,,,,,,,
30546,0.228208704,,,,,,,
30547,0.914928122,,,,,,,
30548,0.2918622,,,,,,,
30549,0.181879323,,,,,,,
30550,0.054328605,,,,,,,
30551,0.874333277,,,,,,,
30552,0.306422334,,,,,,,
30553,0.124608927,,,,,,,
30554,0.287955395,,,,,,,
30555,0.244058259,,,,,,,
30556,0.088007156,,,,,,,
30557,0.232917373,,,,,,,
30558,0.160539578,,,,,,,
30559,0.307358508,,,,,,,
30560,0.150613144,,,,,,,
30561,0.375846111,,,,,,,
30562,0.134433495,,,,,,,
30563,0.518545305,,,,,,,
30564,0.113719397,,,,,,,
30565,0.302341835,,,,,,,
30566,0.256743311,,,,,,,
30567,0.32869423,,,,,,,
30568,0.152818846,,,,,,,
30569,0.17362991,,,,,,,
30570,0.063800238,,,,,,,
30571,0.31372399,,,,,,,
30572,0.307548599,,,,,,,
30573,0.806382974,,,,,,,
30574,0.129537036,,,,,,,
30575,0.156969294,,,,,,,
30576,0.135788606,,,,,,,
30577,0.167001737,,,,,,,
30578,0.205907863,,,,,,,
30579,0.832968619,,,,,,,
30580,0.12919598,,,,,,,
30581,0.242852029,,,,,,,
30582,0.040504064,,,,,,,
30583,0.333344211,,,,,,,
30584,0.495043555,,,,,,,
30585,0.166447516,,,,,,,
30586,0.885169056,,,,,,,
30587,0.162041568,,,,,,,
30588,0.172511199,,,,,,,
30589,0.106504786,,,,,,,
30590,0.190313848,,,,,,,
30591,0.132509871,,,,,,,
30592,0.173262051,,,,,,,
30593,0.181994006,,,,,,,
30594,0.852028592,,,,,,,
30595,0.108720623,,,,,,,
30596,0.160221429,,,,,,,
30597,0.929099541,,,,,,,
30598,0.100284098,,,,,,,
30599,0.826927688,,,,,,,
30600,0.35355141,,,,,,,
30601,0.135100887,,,,,,,
30602,0.165512544,,,,,,,
30603,0.803513577,,,,,,,
30604,0.169833878,,,,,,,
30605,0.127869336,,,,,,,
30606,0.203428799,,,,,,,
30607,0.27258172,,,,,,,
30608,0.218820005,,,,,,,
30609,0.128741183,,,,,,,
30610,0.89886016,,,,,,,
30611,0.408216657,,,,,,,
30612,0.114259807,,,,,,,
30613,0.167278097,,,,,,,
30614,0.666404717,,,,,,,
30615,0.121548492,,,,,,,
30616,0.516307776,,,,,,,
30617,0.278567512,,,,,,,
30618,0.095110028,,,,,,,
30619,0.350394808,,,,,,,
30620,0.833369596,,,,,,,
30621,0.37877829,,,,,,,
30622,0.182069598,,,,,,,
30623,0.040758586,,,,,,,
30624,0.255186699,,,,,,,
30625,0.763618994,,,,,,,
30626,0.145836958,,,,,,,
30627,0.057775066,,,,,,,
30628,0.357130011,,,,,,,
30629,0.148404337,,,,,,,
30630,0.150193363,,,,,,,
30631,0.262188838,,,,,,,
30632,0.258495078,,,,,,,
30633,0.056941941,,,,,,,
30634,0.35582082,,,,,,,
30635,0.17123494,,,,,,,
30636,0.753212216,,,,,,,
30637,0.040052857,,,,,,,
30638,0.25961332,,,,,,,
30639,0.066389194,,,,,,,
30640,0.136192173,,,,,,,
30641,0.181359511,,,,,,,
30642,0.330491493,,,,,,,
30643,0.237687793,,,,,,,
30644,0.129939914,,,,,,,
30645,0.16147843,,,,,,,
30646,0.114443277,,,,,,,
30647,0.881559598,,,,,,,
30648,0.276686534,,,,,,,
30649,0.09276171,,,,,,,
30650,0.127407811,,,,,,,
30651,0.087749573,,,,,,,
30652,0.187836162,,,,,,,
30653,0.637921522,,,,,,,
30654,0.914049539,,,,,,,
30655,0.191423106,,,,,,,
30656,0.477799518,,,,,,,
30657,0.192030191,,,,,,,
30658,0.239225348,,,,,,,
30659,0.881864077,,,,,,,
30660,0.345503364,,,,,,,
30661,0.239659444,,,,,,,
30662,0.89919063,,,,,,,
30663,0.912344987,,,,,,,
30664,0.410072391,,,,,,,
30665,0.287487342,,,,,,,
30666,0.227958893,,,,,,,
30667,0.310676064,,,,,,,
30668,0.097788177,,,,,,,
30669,0.105807803,,,,,,,
30670,0.191301575,,,,,,,
30671,0.330608711,,,,,,,
30672,0.239777418,,,,,,,
30673,0.745781912,,,,,,,
30674,0.129629428,,,,,,,
30675,0.182477265,,,,,,,
30676,0.667513605,,,,,,,
30677,0.276968593,,,,,,,
30678,0.463504471,,,,,,,
30679,0.749488296,,,,,,,
30680,0.44155714,,,,,,,
30681,0.39897417,,,,,,,
30682,0.135347738,,,,,,,
30683,0.145522352,,,,,,,
30684,0.407325957,,,,,,,
30685,0.856357009,,,,,,,
30686,0.923154697,,,,,,,
30687,0.137041241,,,,,,,
30688,0.326585704,,,,,,,
30689,0.934457921,,,,,,,
30690,0.290802419,,,,,,,
30691,0.232272798,,,,,,,
30692,0.274846035,,,,,,,
30693,0.225485624,,,,,,,
30694,0.09641855,,,,,,,
30695,0.187908019,,,,,,,
30696,0.119016826,,,,,,,
30697,0.925547848,,,,,,,
30698,0.287062214,,,,,,,
30699,0.186019378,,,,,,,
30700,0.938485666,,,,,,,
30701,0.101729069,,,,,,,
30702,0.083024919,,,,,,,
30703,0.80000795,,,,,,,
30704,0.903634285,,,,,,,
30705,0.088338891,,,,,,,
30706,0.105839467,,,,,,,
30707,0.625068208,,,,,,,
30708,0.901056241,,,,,,,
30709,0.184080337,,,,,,,
30710,0.798760943,,,,,,,
30711,0.410725225,,,,,,,
30712,0.876791864,,,,,,,
30713,0.505543849,,,,,,,
30714,0.124767001,,,,,,,
30715,0.198300493,,,,,,,
30716,0.2848876,,,,,,,
30717,0.142888693,,,,,,,
30718,0.383585281,,,,,,,
30719,0.222720118,,,,,,,
30720,0.157304579,,,,,,,
30721,0.464076785,,,,,,,
30722,0.36628105,,,,,,,
30723,0.194797428,,,,,,,
30724,0.297904629,,,,,,,
30725,0.255927431,,,,,,,
30726,0.820489113,,,,,,,
30727,0.328827174,,,,,,,
30728,0.197891269,,,,,,,
30729,0.267712688,,,,,,,
30730,0.265050597,,,,,,,
30731,0.220078682,,,,,,,
30732,0.175783378,,,,,,,
30733,0.222901919,,,,,,,
30734,0.227313273,,,,,,,
30735,0.900326182,,,,,,,
30736,0.20591284,,,,,,,
30737,0.386733366,,,,,,,
30738,0.85809112,,,,,,,
30739,0.357075689,,,,,,,
30740,0.520546493,,,,,,,
30741,0.238971825,,,,,,,
30742,0.498469539,,,,,,,
30743,0.111977277,,,,,,,
30744,0.908130019,,,,,,,
30745,0.103066036,,,,,,,
30746,0.144088134,,,,,,,
30747,0.14597693,,,,,,,
30748,0.265185929,,,,,,,
30749,0.749767471,,,,,,,
30750,0.522284539,,,,,,,
30751,0.280345226,,,,,,,
30752,0.09622636,,,,,,,
30753,0.261436115,,,,,,,
30754,0.216092882,,,,,,,
30755,0.150159489,,,,,,,
30756,0.246745822,,,,,,,
30757,0.174400336,,,,,,,
30758,0.710696619,,,,,,,
30759,0.345836893,,,,,,,
30760,0.228814266,,,,,,,
30761,0.120751753,,,,,,,
30762,0.158566314,,,,,,,
30763,0.466472274,,,,,,,
30764,0.712128778,,,,,,,
30765,0.23802074,,,,,,,
30766,0.238477176,,,,,,,
30767,0.196303565,,,,,,,
30768,0.2038677,,,,,,,
30769,0.881761893,,,,,,,
30770,0.922652375,,,,,,,
30771,0.698305473,,,,,,,
30772,0.923854122,,,,,,,
30773,0.175409682,,,,,,,
30774,0.134476089,,,,,,,
30775,0.290228302,,,,,,,
30776,0.126573675,,,,,,,
30777,0.12375338,,,,,,,
30778,0.114455996,,,,,,,
30779,0.259325036,,,,,,,
30780,0.414982649,,,,,,,
30781,0.273000681,,,,,,,
30782,0.891409313,,,,,,,
30783,0.353447249,,,,,,,
30784,0.126010313,,,,,,,
30785,0.54847016,,,,,,,
30786,0.143533606,,,,,,,
30787,0.47144812,,,,,,,
30788,0.36037994,,,,,,,
30789,0.402217361,,,,,,,
30790,0.286061352,,,,,,,
30791,0.156595812,,,,,,,
30792,0.219744909,,,,,,,
30793,0.198887145,,,,,,,
30794,0.092852557,,,,,,,
30795,0.117287028,,,,,,,
30796,0.34081601,,,,,,,
30797,0.220775944,,,,,,,
30798,0.127269178,,,,,,,
30799,0.445072436,,,,,,,
30800,0.162401605,,,,,,,
30801,0.287629993,,,,,,,
30802,0.943810287,,,,,,,
30803,0.11792082,,,,,,,
30804,0.052737219,,,,,,,
30805,0.193912631,,,,,,,
30806,0.147515283,,,,,,,
30807,0.153286044,,,,,,,
30808,0.417347379,,,,,,,
30809,0.37154025,,,,,,,
30810,0.094913193,,,,,,,
30811,0.222797056,,,,,,,
30812,0.196377228,,,,,,,
30813,0.47706968,,,,,,,
30814,0.454515717,,,,,,,
30815,0.354564675,,,,,,,
30816,0.096983058,,,,,,,
30817,0.331437673,,,,,,,
30818,0.086108976,,,,,,,
30819,0.286899731,,,,,,,
30820,0.8151204,,,,,,,
30821,0.229116749,,,,,,,
30822,0.050458312,,,,,,,
30823,0.295463165,,,,,,,
30824,0.081875136,,,,,,,
30825,0.44146408,,,,,,,
30826,0.119913767,,,,,,,
30827,0.599077992,,,,,,,
30828,0.891522673,,,,,,,
30829,0.240074884,,,,,,,
30830,0.09107652,,,,,,,
30831,0.919018309,,,,,,,
30832,0.430565418,,,,,,,
30833,0.089819938,,,,,,,
30834,0.930498204,,,,,,,
30835,0.339233975,,,,,,,
30836,0.161527886,,,,,,,
30837,0.385541805,,,,,,,
