userid,time,fwver,errtype,errcode
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,23,connection timeout
50,2020-11-01 01:00:00,04.16.3553,22,1
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,23,connection timeout
50,2020-11-01 01:00:00,04.16.3553,22,1
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 01:00:00,04.16.3553,32,80
50,2020-11-01 01:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 03:00:00,04.16.3553,32,80
50,2020-11-01 03:00:00,04.16.3553,32,79
50,2020-11-01 09:00:00,04.16.3553,26,1
50,2020-11-01 09:00:00,04.16.3553,31,0
50,2020-11-01 09:00:00,04.16.3553,32,80
50,2020-11-01 11:00:00,04.16.3553,23,connection timeout
50,2020-11-01 11:00:00,04.16.3553,22,1
50,2020-11-01 11:00:00,04.16.3553,23,connection timeout
50,2020-11-01 11:00:00,04.16.3553,22,1
50,2020-11-01 12:00:00,04.16.3553,31,1
50,2020-11-01 14:00:00,04.16.3553,15,1
50,2020-11-01 14:00:00,04.16.3553,16,1
50,2020-11-01 14:00:00,04.16.3553,31,0
50,2020-11-01 14:00:00,04.16.3553,31,1
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,23,connection timeout
50,2020-11-01 16:00:00,04.16.3553,22,1
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,23,connection timeout
50,2020-11-01 16:00:00,04.16.3553,22,1
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 16:00:00,04.16.3553,32,80
50,2020-11-01 16:00:00,04.16.3553,32,79
50,2020-11-01 17:00:00,04.16.3553,32,80
50,2020-11-01 17:00:00,04.16.3553,32,79
50,2020-11-01 17:00:00,04.16.3553,31,0
50,2020-11-01 17:00:00,04.16.3553,32,80
50,2020-11-01 17:00:00,04.16.3553,23,connection timeout
50,2020-11-01 17:00:00,04.16.3553,22,1
50,2020-11-01 17:00:00,04.16.3553,23,connection timeout
50,2020-11-01 17:00:00,04.16.3553,23,connection timeout
50,2020-11-01 17:00:00,04.16.3553,22,1
50,2020-11-01 18:00:00,04.16.3553,23,connection timeout
50,2020-11-01 18:00:00,04.16.3553,22,1
50,2020-11-01 18:00:00,04.16.3553,23,connection timeout
50,2020-11-01 18:00:00,04.16.3553,22,1
50,2020-11-01 18:00:00,04.16.3553,23,connection timeout
50,2020-11-01 18:00:00,04.16.3553,22,1
50,2020-11-01 18:00:00,04.16.3553,23,connection timeout
50,2020-11-01 18:00:00,04.16.3553,22,1
50,2020-11-01 18:00:00,04.16.3553,23,connection timeout
50,2020-11-01 18:00:00,04.16.3553,22,1
50,2020-11-01 18:00:00,04.16.3553,23,connection timeout
50,2020-11-01 18:00:00,04.16.3553,22,1
50,2020-11-01 19:00:00,04.16.3553,32,86
50,2020-11-01 19:00:00,04.16.3553,12,1
50,2020-11-01 19:00:00,04.16.3553,7,14
50,2020-11-01 19:00:00,04.16.3553,11,1
50,2020-11-01 19:00:00,04.16.3553,6,14
50,2020-11-01 19:00:00,04.16.3553,10,1
50,2020-11-01 19:00:00,04.16.3553,34,1
50,2020-11-01 19:00:00,04.16.3553,34,1
50,2020-11-01 19:00:00,04.16.3553,14,13
50,2020-11-01 19:00:00,04.16.3553,16,1
50,2020-11-01 19:00:00,04.16.3553,31,1
50,2020-11-01 19:00:00,04.16.3553,31,0
50,2020-11-01 20:00:00,04.16.3553,34,3
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,31,1
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,32,79
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,23,connection timeout
50,2020-11-01 20:00:00,04.16.3553,22,1
50,2020-11-01 20:00:00,04.16.3553,32,80
50,2020-11-01 20:00:00,04.16.3553,14,14
50,2020-11-01 21:00:00,04.16.3553,32,79
50,2020-11-01 21:00:00,04.16.3553,23,connection timeout
50,2020-11-01 21:00:00,04.16.3553,22,1
50,2020-11-01 21:00:00,04.16.3553,23,connection timeout
50,2020-11-01 21:00:00,04.16.3553,22,1
50,2020-11-01 21:00:00,04.16.3553,23,connection timeout
50,2020-11-01 21:00:00,04.16.3553,22,1
50,2020-11-01 21:00:00,04.16.3553,23,connection timeout
50,2020-11-01 21:00:00,04.16.3553,22,1
50,2020-11-01 21:00:00,04.16.3553,23,connection timeout
50,2020-11-01 21:00:00,04.16.3553,22,1
50,2020-11-01 21:00:00,04.16.3553,23,connection timeout
50,2020-11-01 21:00:00,04.16.3553,22,1
50,2020-11-01 22:00:00,04.16.3553,23,connection timeout
50,2020-11-01 22:00:00,04.16.3553,22,1
50,2020-11-01 22:00:00,04.16.3553,23,connection timeout
50,2020-11-01 22:00:00,04.16.3553,22,1
50,2020-11-01 22:00:00,04.16.3553,23,connection timeout
50,2020-11-01 22:00:00,04.16.3553,22,1
50,2020-11-01 22:00:00,04.16.3553,23,connection timeout
50,2020-11-01 22:00:00,04.16.3553,22,1
50,2020-11-01 22:00:00,04.16.3553,23,connection timeout
50,2020-11-01 22:00:00,04.16.3553,22,1
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,23,connection timeout
50,2020-11-01 22:00:00,04.16.3553,22,1
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 22:00:00,04.16.3553,32,79
50,2020-11-01 22:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,79
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,22,1
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,23,connection timeout
50,2020-11-01 23:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 00:00:00,04.16.3553,32,79
50,2020-11-02 00:00:00,04.16.3553,23,connection timeout
50,2020-11-02 00:00:00,04.16.3553,22,1
50,2020-11-02 00:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
50,2020-11-02 01:00:00,04.16.3553,32,80
50,2020-11-02 01:00:00,04.16.3553,32,79
50,2020-11-02 01:00:00,04.16.3553,23,connection timeout
50,2020-11-02 01:00:00,04.16.3553,22,1
