userid,time,fwver,errtype,errcode
11073,2020-11-21 09:00:00,10,5,S-61001
11073,2020-11-21 09:00:00,10,5,B-A8002
11073,2020-11-21 09:00:00,10,5,B-A8002
11073,2020-11-21 09:00:00,10,5,B-A8002
11073,2020-11-21 09:00:00,10,5,B-A8002
11073,2020-11-21 09:00:00,10,5,B-A8002
11073,2020-11-21 09:00:00,10,5,B-A8002
11073,2020-11-21 09:00:00,10,5,B-A8002
11073,2020-11-21 09:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 15:00:00,10,5,B-A8002
11842,2020-11-11 18:00:00,10,5,B-A8002
11842,2020-11-11 18:00:00,10,5,B-A8002
11842,2020-11-11 18:00:00,10,5,B-A8002
11842,2020-11-11 18:00:00,10,5,B-A8002
11842,2020-11-21 23:00:00,10,5,B-A8002
11842,2020-11-21 23:00:00,10,5,B-A8002
